SlNo,BookTitle,BookAuthor,BookOriginalPrice,BookNewPrice
2146;"ছোটদের বঙ্গবন্ধু";"ডঃ শাহ আলম";"TK. 1,503";"TK. 1,127"
2147;"Tax Laws of Bangladesh: Laws and Practice";"মোহাম্মদ ইমাম হোসেন";"TK. 1,200";"TK. 900"
2148;"কারাগারে শেখ মুজিব তার জীবন ও রাজনীতি";"মীর মো: শাহ্জাহান (বীর মুক্তিযোদ্ধা)";"TK. 175";"TK. 131"
2149;"মুক্তিযুদ্ধের ভয়াবহ দিনগুলি";"দুলাল মন্ডল";"TK. 150";"TK. 113"
2150;"নাট্যত্রয়ী";"হারুন রশীদ";"TK. 295";"TK. 221"
2151;"স্মৃতির দর্পণে বাংলাদেশ";"মাওলানা শামসুদ্দোহা কাসেমী";"TK. 300";"TK. 195"
2152;"বিশ শতকের বাংলাদেশ: সমাজ, অর্থনীতি, রাজনীতি";"ড. গোলাম কিবরিয়া ভুঁইয়া";"TK. 400";"TK. 300"
2153;"দেশ বিদেশের নাটক (২য় খণ্ড)";"গোলাম সারোয়ার";"TK. 200";"TK. 150"
2154;"নারী";"সজীব সরকার";"TK. 250";"TK. 188"
2155;"নরহরি দাস";"উপেন্দ্রকিশোর রায়চৌধুরী";"TK. 75";"TK. 56"
2156;"বুদ্ধি বিকাশের গল্প ১ থেকে ৫ খণ্ড";"আবুল বাশার ফিরোজ";"TK. 835";"TK. 626"
2157;"রুশ রূপকথা: শেয়াল, বেড়াল ও অন্যান্য গল্প";"অলকানন্দা রায়";"TK. 75";"TK. 56"
2158;"প্রশ্ন-উত্তরে ডায়াবেটিস";"ডা. মহিউদ্দিন আহমেদ";"TK. 400";"TK. 280"
2159;"সিলেট জেলা পরিচিতি";"কেরিয়ার সাপোর্ট পাবলিশার্স";"TK. 150";"TK. 105"
2160;"সর্বস্তরে মানবাধিকার";"ড. ফরিদ উদ্দিন ফরিদ";"TK. 400";"TK. 300"
2161;"মোড়ক";"মোঃ ইদ্রিস মিয়া";"TK. 230";"TK. 173"
2162;"অনশন চলছে চিড়িয়াখানায় ";"সাফিয়া খন্দকার রেখা";"TK. 160";"TK. 120"
2163;"টালিগঞ্জের নবাব ";"দীপ মুখোপাধ্যায়";"TK. 200";"TK. 150"
2164;"শ্রেষ্ঠ বাঙালী বঙ্গবন্ধু ";"আবুল হোসেন আজাদ";"TK. 100";"TK. 75"
2165;"পোশাক শিল্পের মান ব্যবস্থাপনা এবং টি. কিউ. এম";"প্রকৌশলী এ. জে. এস. এম খালেদ";"TK. 450";"TK. 410"
2166;"খুদে বিজ্ঞানীদের স্কুলভিত্তিক বিজ্ঞান প্রজেক্ট ";"অনিক শুভ";"TK. 250";"TK. 188"
2167;"অন্তুর বাংলাদেশের স্বাধীনতা যুদ্ধ";"শামসুল হক হাওলাদার";"TK. 60";"TK. 45"
2168;"হাজার বছরের বাংলাদেশ হাজার বছরের শ্রেষ্ঠ বাঙালি বঙ্গবন্ধু শেখ মুজিবুর রহমান";"আলী ইমাম";"TK. 800";"TK. 600"
2169;"মেডিকেলে পড়ার দিনগুলো";"শামছুন নাহার";"TK. 250";"TK. 188"
2170;"বঙ্গবন্ধু ও বাংলাদেশ";"ওমর খালেদ রুমি";"TK. 100";"TK. 75"
2171;"বঙ্গবন্ধুকে নিয়ে কবিতাসমগ্র";"মোহাম্মদ জিল্লুর রহমান";"TK. 950";"TK. 713"
2172;"আমি এবার মক্কা ও মদীনায়";"বীর মুক্তিযোদ্ধা আলহাজ্ব মো: হাবিবুর রহমান (হবি ডা.)";"TK. 150";"TK. 113"
2173;"গল্প কথায় শেখ রাসেল";"আরিফ নজরুল ";"TK. 300";"TK. 225"
2174;"কিশোর-নবীনদের বঙ্গবন্ধু";"ড. মযহারুল ইসলাম";"TK. 200";"TK. 150"
2175;"রোহিঙ্গা রঙ্গ";"মেজর মোঃ দেলোয়ার হোসেন (ডেল এইচ খান) ";"TK. 300";"TK. 225"
2176;"ভাষাসংগ্রামী ড. মুহম্মদ শহীদুল্লাহ্";"ড. এম. আবদুল আলীম";"TK. 275";"TK. 206"
2177;"১৯৭১ ডকুমেন্টস";"সাইদ হাসান দারা";"TK. 600";"TK. 450"
2178;"এডোবি ফটোশপ";"মাহবুবুর রহমান (আইসিটি)";"TK. 420";"TK. 315"
2179;"ভূত দেখেছি নিজের চোখে";"রীতা ভৌমিক";"TK. 280";"TK. 210"
2180;"ছোটদের গল্প";"রবীন্দ্রনাথ ঠাকুর";"TK. 200";"TK. 150"
2181;"লোকায়েত দর্শন ২";"দেবীপ্রসাদ চট্টোপাধ্যায়";"TK. 250";"TK. 188"
2182;"বঙ্গবন্ধু মুক্তিযুদ্ধ ও যুদ্ধাপরাধের বিচার";"আনোয়ার হোসেন";"TK. 350";"TK. 263"
2183;"কিশোর গল্পসমগ্র";"আহসান হাবীব";"TK. 300";"TK. 225"
2184;"গান্ধী আমার জীবন আমার বাণী";"প্রতীক চৌধুরী";"TK. 300";"TK. 225"
2185;"কৃষ্ণকুমারী";"প্রফেসর ড. মো. শহীদুর রহমান";"TK. 150";"TK. 113"
2186;"সিভিল ড্রাফটিং এন্ড প্র্যাকটিস";"একেএম শরফুদ্দিন (অ্যাডভোকেট সুপ্রিম কোর্ট)";"TK. 1,200";"TK. 900"
2187;"তুতুলের ইচ্ছে জানালা";"ইরানী বিশ্বাস";"TK. 75";"TK. 56"
2188;"প্রকৃতির আঁকিবুকি";"জ্যোৎস্নালিপি";"TK. 100";"TK. 75"
2189;"মুক্তিবীর";"পীযূষ কান্তি বড়ুয়া";"TK. 75";"TK. 56"
2190;"চাঁদমামার জামা";"জ্যোৎস্নালিপি";"TK. 100";"TK. 75"
2191;"চিত্রশিল্পী জয়নুল আবেদীন";"আসাদ চৌধুরী";"TK. 100";"TK. 75"
2192;"চিত্রশিল্পী অবনীন্দ্রনাথ ঠাকুর";"আসাদ চৌধুরী";"TK. 100";"TK. 75"
2193;"আঁকতে আঁকতে হলদে পাখি";"মামুন সারওয়ার";"TK. 200";"TK. 150"
2194;"টুই ও মুনিয়ার গল্প";"আহমেদ সাব্বির";"TK. 120";"TK. 90"
2195;"রাজুর নির্বাচিত বিড়ম্বনা - ২";"কাইজার চৌধুরী";"TK. 300";"TK. 225"
2196;"মঞ্চরঙ্গঃ কমেডি নাট্যসমগ্র";"মোঃ নজরুল ইসলাম";"TK. 245";"TK. 184"
2197;"দ্বৈত মানব";"এইচ আর অনিক";"TK. 160";"TK. 120"
2198;"বঙ্গবন্ধু ও মুক্তিযুদ্ধের গল্প";"মনি হায়দার ";"TK. 400";"TK. 300"
2199;"বৃষ্টি ভেজা বৃক্ষ";"ডা. মল্লিকা বিশ্বাস ";"TK. 200";"TK. 150"
2200;"উপন্যাস সমগ্র-১";"ইসহাক খান";"TK. 600";"TK. 450"
2201;"লোকসংস্কৃতিতে নারী";"প্রদীপ মিত্র";"TK. 210";"TK. 158"
2202;"হৃদরোগের মহামারী ও একুশ শতকের চ্যালেঞ্জ";"ড. তৃপ্তিশ চন্দ্র ঘোষ ";"TK. 270";"TK. 203"
2203;"ওরা সবাই যুদ্ধে গেলো";"রফিকুর রশীদ";"TK. 150";"TK. 113"
2204;"আড্ডার গল্পঃ হেমন্তের পত্রবৃষ্টি";"কাজী জহিরুল ইসলাম";"TK. 280";"TK. 210"
2205;"নাট্য সমগ্র-১";"ইরানী বিশ্বাস";"TK. 240";"TK. 180"
2206;"উনিশ-বিশ শতকের নারী লেখক ও আত্মশক্তির বিকাশ";"গোলাম কিবরিয়া পিনু";"TK. 270";"TK. 203"
2207;"দেয়ালের অপর প্রান্তে";"হারুনুর রশীদ হীরু";"TK. 200";"TK. 150"
2208;"গ্লোবাল ওয়ার্মিং";"জহিরুল হক শামীম";"TK. 270";"TK. 203"
2209;"সম্মোহিত শব্দদাগ";"ফকির ইলিয়াস";"TK. 250";"TK. 188"
2210;"দ্য জেনোসাইড ১৯৭১";"আরিফ নজরুল ";"TK. 400";"TK. 300"
2211;"প্রণয়পত্র";"ইমরুল হক ইমন 	";"TK. 135";"TK. 101"
2212;"দেবদূত মানুষ";"সেজান মাহমুদ";"TK. 150";"TK. 113"
2213;"সাহিত্য ভাস্কর নজরুল";"পীযুষ কুমার ভট্টাচার্য্য";"TK. 175";"TK. 131"
2214;"সমকালীন কবিতা ও বোধের দিগন্ত";"গোলাম কিবরিয়া পিনু";"TK. 210";"TK. 158"
2215;"ঢাকা বিশ্ববিদ্যালয় প্রিন্টিং এন্ড পাবলিকেশন স্টাডিজ বিভাগ প্রতিষ্ঠার ইতিহাস";"বিমল গুহ";"TK. 380";"TK. 285"
2216;"উজানী নগরের রাজন্যবর্গ";"মোহাম্মদ এমদাদুল হক";"TK. 210";"TK. 158"
2217;"ভালোবাসার অথই টানে";"জাহান আরা রউফ";"TK. 100";"TK. 75"
2218;"শূন্য পালকি";"ইশতিয়াক আহমেদ মনির";"TK. 150";"TK. 113"
2219;"জীর্ণ পাতা ঝরার বেলায়";"দিলারা জামান";"TK. 350";"TK. 263"
2220;"শিল্পী ও শিল্পকথা";"জাহান আরা রউফ";"TK. 300";"TK. 225"
2221;"বুদ্ধি চর্চা";"মুহাম্মদ আবদুর রসুল";"TK. 320";"TK. 240"
2222;"The Romantic";"এম. ওয়াহিদুজাম্মান";"TK. 470";"TK. 329"
2223;"প্রথম আলোয় পশ্চিমবঙ্গের লোকসভা নির্বাচন ২০১৯";"অমর সাহা";"TK. 300";"TK. 225"
2224;"গণ জাগরণ সংগীত সংকলন";"মোহসীনুল হক";"TK. 200";"TK. 150"
2225;"ইসলামী সংগীত বিতান";"মোহসীনুল হক";"TK. 300";"TK. 225"
2226;"গীতিময় গীতিকা - ১ম খণ্ড";"শিকদার আবদুস সালাম";"TK. 400";"TK. 300"
2227;"মৃত্যুঘুম";"মনোজিত ওঝা ";"TK. 150";"TK. 113"
2228;"ইংল্যাণ্ডের ইতিহাস";"সুনীতি ভূষণ কানুনগো";"TK. 280";"TK. 210"
2229;"যে গল্পের শেষ নেই";"দেবীপ্রসাদ চট্টোপাধ্যায়";"TK. 150";"TK. 113"
2230;"কেদারনাথ দাশগুপ্ত";"কমলেশ দাশগুপ্ত";"TK. 50";"TK. 38"
2231;"স্মৃতির ডায়েরি ";"রেজুয়ান চৌধুরী";"TK. 150";"TK. 105"
2232;"অসাম্যের বিশ্বে সাম্যের স্বপ্ন";"ড. অনুপম সেন";"TK. 200";"TK. 150"
2233;"হুলো, মিনি ও পুষি";"হাসান ইকবাল";"TK. 150";"TK. 113"
2234;"Resilience in Action: Challenges and Solutions to Climate Change in Bangladesh";"সামিয়া আহমেদ সেলিম";"TK. 795";"TK. 596"
2235;"কৃষ্ণচূড়া ";"মাহমুদ রেজা";"TK. 180";"TK. 135"
2236;"বিপন্ন জাতি";"লুৎফর রহমান হেদায়েত";"TK. 100";"TK. 75"
2237;"সমাজ সংস্কৃতি ও উন্নয়ন ";"এ বি সিদ্দিকী";"TK. 300";"TK. 225"
2238;"বিবেকের দোর খোল";"লুৎফর রহমান হেদায়েত";"TK. 100";"TK. 75"
2239;"পড়ন্ত বিকেল";"এ বি সিদ্দিকী";"TK. 200";"TK. 150"
2240;"একান্ত সংলাপ";"এ বি সিদ্দিকী";"TK. 175";"TK. 131"
2241;"Aeshop's Fables";"ড. মুহাম্মাদ আলী";"TK. 300";"TK. 210"
2242;"ভোরের শিশির";"সোলায়মান শিপন";"TK. 300";"TK. 225"
2243;"অবিশ্বাস্য হলেও সত্য কাহিনী";"মোহাম্মদ আনোয়ার ইবনে আখতার";"TK. 350";"TK. 175"
2244;"তিসতা পাড়ের উপাখ্যান";"মতিন বাঙালি";"TK. 200";"TK. 150"
2245;"Poet Prophet Lover";"আবু ইসহাক হোসেন";"TK. 200";"TK. 150"
2246;"ফোকলোরিক রবীন্দ্রনাথ";"ড. বেলাল হোসেন";"TK. 500";"TK. 375"
2247;"শাহেদ ";"বদিউল আলম ";"TK. 220";"TK. 165"
2248;"লোকসংগীতের অন্তর্লোক";"ড. মন্টু বিশ্বাস";"TK. 275";"TK. 206"
2249;"বাংলা কবিতা দিবসে পঠিত কবিতা-২";"বকুল আশরাফ";"TK. 160";"TK. 120"
2250;"নওগাঁর লোক প্রবাদ";"কাজী রাহাত";"TK. 500";"TK. 375"
2251;"নওগাঁয় ভাষা আন্দোলন";"আইয়ুব হোসেন";"TK. 300";"TK. 225"
2252;"দর্শন কী";"অস্ট্রিক আর্যু";"TK. 400";"TK. 300"
2253;"উনিশ শতকে বাংলাদেশের সংবাদ সাময়িকপত্র -৪র্থ খণ্ড";"মুনতাসীর মামুন";"TK. 500";"TK. 375"
2254;"তবক দেব সবক দেব";"স. ম. শামসুল আলম";"TK. 160";"TK. 120"
2255;"গল্পগুচ্ছ";"আল্লামা শেখ সাদী (রহঃ)";"TK. 320";"TK. 240"
2256;"বৈদিক কোষ -৩য় খণ্ড";"সবিতা রাণী আচার্য";"TK. 250";"TK. 188"
2257;"বৈষ্ণব রত্নাবলী ";"অনীল কৃষ্ণ দাস ";"TK. 230";"TK. 173"
2258;"বাংলার প্রকৃতি";"মো: রাফিউল ইসলাম রনি";"TK. 180";"TK. 135"
2259;"পিরামিড সংসার";"ময়ূখ চৌধুরী";"TK. 125";"TK. 94"
2260;"রাজার জাদুকরেরা";"সানিইয়াসনাইন খান";"TK. 120";"TK. 84"
2261;"ময়নাঢিপির কথকতা";"পূজা মিত্র";"TK. 250";"TK. 188"
2262;"চয়নিকা";"মাহমুদা আখতার-1";"TK. 500";"TK. 375"
2263;"মুক্তিযুদ্ধে বিদেশি বন্ধু";"কামরান চৌধুরী";"TK. 480";"TK. 360"
2264;"রূপময় বাংলাদেশের ৬৪ জেলা ভ্রমণ";"মোঃ শিহাব উদ্দিন ভূঁইয়া";"TK. 400";"TK. 300"
2265;"আত্মবিশ্বাসী নারী";"কামান্ডার (অবঃ) মোহাম্মদ আবদুল মজিদ বি এন";"TK. 350";"TK. 245"
2266;"টিনেজ সাসপেন্স মেয়েরা সাবধান";"নাসিম রেজা";"TK. 27";"TK. 20"
2267;"আঁধারের আততায়ী";"কাজী শাহনূর হোসেন";"TK. 28";"TK. 21"
2268;"হরর ক্লাব ভয়াল জন্তু";"টিপু কিবরিয়া";"TK. 28";"TK. 21"
2269;"ভবঘুরে";"মোহাম্মদ সাইফুল্লাহ";"TK. 26";"TK. 20"
2270;"অন দ্য ব্যাঙ্কস অভ প্লাম ক্রীক অ্যান্ড লিটল টাউন অন দ্য প্রেয়ারি";"লরা ইঙ্গলস ওয়াইল্ডার";"TK. 65";"TK. 49"
2271;"সর্বকালের অন্যতম শ্রেষ্ঠ বাঙালি বঙ্গবন্ধু শেখ মুজিব";"মিনা মাশরাফী";"TK. 400";"TK. 280"
2272;"কালান্তরে নারী";"সেলিনা বাহার জামান";"TK. 90";"TK. 68"
2273;"দ্য লাইটহাউজ অ্যাট দ্য অ্যান্ড অব দ্য ওয়ার্ল্ড";"জুলভার্ণ";"TK. 140";"TK. 105"
2274;"শেরেবাংলা এ কে ফজলুল হক";"ভবেশ রায়";"TK. 120";"TK. 90"
2275;"ধাত্রীদেবতা";"তারাশঙ্কর বন্দ্যোপাধ্যায়";"TK. 320";"TK. 240"
2276;"গণদেবতা";"তারাশঙ্কর বন্দ্যোপাধ্যায়";"TK. 320";"TK. 240"
2277;"আকাশ দেখা ভারি মজা";"সৌমেন সাহা";"TK. 560";"TK. 420"
2278;"সোনার শিকল রুপোর হাতকড়া";"তপন কুমার দেবনাথ";"TK. 175";"TK. 131"
2279;"মৃত, বিলুপ্ত ও বিপণ্ণ ভাষার কথা";"সৌমেন সাহা";"TK. 270";"TK. 203"
2280;"দ্য মার্চেন্ট অব ভেনিস";"উইলিয়াম শেক্সপীয়ার";"TK. 200";"TK. 150"
2281;"আইসফল : একটি ড্যান ম্যাডডক অ্যাডভেঞ্চার";"ডেভিড উডস";"TK. 250";"TK. 175"
2282;"একাত্তরের মুক্তিযুদ্ধের গল্প";"মফিদা আকবর";"TK. 400";"TK. 300"
2283;"হাবু (পর্ব-১)";"মোঃ আল-মামুন";"TK. 200";"TK. 150"
2284;"বিশ্বের শ্রেষ্ঠ ১০০ মুসলিম মনীষীর জীবনী";"মৌলবী হাবিব উল্লা";"TK. 300";"TK. 210"
2285;"বিশ্বের শ্রেষ্ঠ ১০০ মনীষীর জীবনী";"মাইকেল এইচ. হার্ট";"TK. 300";"TK. 210"
2286;"ডা. লুৎফর রহমান শ্রেষ্ঠ রচনা সমগ্র";"ডাঃ লুৎফর রহমান";"TK. 300";"TK. 210"
2287;"দুই বঙ্গের স্মরণীয় মুসলমান";"মোহাম্মদ সাদউদ্দিন";"TK. 275";"TK. 206"
2288;"পশ্চিমবঙ্গের মুসলিম সমাজের চালচিত্র";"মোহাম্মদ সাদউদ্দিন";"TK. 350";"TK. 263"
2289;"ও মনামি";"ক্যামেলিয়া";"TK. 180";"TK. 135"
2290;"বিশ্বের শ্রেষ্ঠ ১০১ বিজ্ঞানীর জীবনী";"মোহাম্মদ ইমাম উদ্দিন ফারুক";"TK. 300";"TK. 210"
2291;"শার্লক হোমস শ্রেষ্ঠ রচনাসমগ্র";"স্যার আর্থার কোনান ডোয়েল";"TK. 380";"TK. 266"
2292;"চাঁপা ডাঙার বউ";"তারাশঙ্কর বন্দ্যোপাধ্যায়";"TK. 200";"TK. 150"
2293;"মুজিবনামা";"নির্মলেন্দু গুণ";"TK. 180";"TK. 135"
2294;"যথা ভাবনা অযথা ভাবনা";"অলকা সরকার কেয়া";"TK. 200";"TK. 150"
2295;"ইখতিয়ারউদ্দীন মোহাম্মদ বখতিয়ার খলজি";"সরদার আবদুর রহমান";"TK. 450";"TK. 338"
2296;"গল্পগুচ্ছ ";"রবীন্দ্রনাথ ঠাকুর";"TK. 380";"TK. 266"
2297;"বাংলাদেশের রাজনীতি -২য় খণ্ড";"জিবলু রহমান";"TK. 800";"TK. 600"
2298;"শালডুংরির ঝামেলা";"ডা. আবদুল হাই মিনার";"TK. 230";"TK. 173"
2299;"গ্রাম বাংলার ঐতিহ্য";"মুনশী ইকবাল";"TK. 200";"TK. 150"
2300;"স্মৃতির দর্পণে আবহমান বাংলা";"আব্দুল হামিদ মানিক";"TK. 585";"TK. 439"
2301;"আধুনিক পদ্ধতিতে হাঁসমুরগি ও পশুপালন এবং চিকিৎসা";"কৃষিবিদ সিরাজুল করিম";"TK. 325";"TK. 244"
2302;"আধুনিক পদ্ধতিতে ফল-ফুল ও শাকসবজির চাষ ব্যবস্থাপনা";"কৃষিবিদ সিরাজুল করিম";"TK. 500";"TK. 375"
2303;"সাংবাদিকতাঃ বিদ্যুৎ জ্বালানি খনিজসম্পদ";"রোকন উদ্দিন";"TK. 200";"TK. 150"
2304;"বেইজিং (২টি মানচিত্র সহ)";"মোহাম্মদ তৌহিদ";"TK. 500";"TK. 375"
2305;"লালন সাঁইজি নির্বাচিত ভাবসঙ্গীত";"লালন সাঁইজি";"TK. 160";"TK. 120"
2306;"শিশু-কিশোর গল্প সমগ্র";"রবীন্দ্রনাথ ঠাকুর";"TK. 150";"TK. 105"
2307;"আন্না কারেনিনা (অখণ্ড)";"ল্যেভ নিকলাইয়েভিচ তলস্তয়";"TK. 300";"TK. 210"
2308;"শেক্সপিয়র রচনাসমগ্র";"উইলিয়াম শেক্সপীয়ার";"TK. 290";"TK. 203"
2309;"Solar Oxford Shatabdi Science Dictionary (English to Bangali)";"মোঃ খায়রুল আনম";"TK. 250";"TK. 175"
2310;"লেখাপড়া করে যে..";"জাহাঙ্গীর আলম শোভন";"TK. 250";"TK. 188"
2311;"ভারতীয় উপমহাদেশের ইতিহাস-মুসলমান আমল";"আবদুল করিম";"TK. 375";"TK. 281"
2312;"সুনামি";"জ্যোতির্ময় বসু";"TK. 125";"TK. 94"
2313;"অমল সেন এর সংক্ষিপ্ত জীবনী";"বিমল বিশ্বাস";"TK. 75";"TK. 56"
2314;"১০০ কবির ১০০ কবিতা";"সাইফুল্লাহ মাহমুদ দুলাল";"TK. 300";"TK. 225"
2315;"বিষয়বৈচিত্র্য ও শিল্পসূত্র সন্ধান (গবেষণা গ্রন্থ)";"মোঃ আল-আমীন";"TK. 320";"TK. 240"
2316;"আত্মাপহারী";"শহীদ উজ্জামান খান অসীম";"TK. 375";"TK. 281"
2317;"কুসুমেষু ";"শামসুদ্দীন আবুল কালাম";"TK. 120";"TK. 90"
2318;"ফ্ল্যাট নম্বর এ-থ্রি";"আফসা জেবা";"TK. 150";"TK. 113"
2319;"অক্টোবর বিপ্লব শতবর্ষ";"শরীফ শমশির";"TK. 150";"TK. 113"
2320;"জাতির পিতা ও চার নেতা";"মোহাম্মদ জিল্লুর রহমান";"TK. 750";"TK. 563"
2321;"ইসলামের ইতিহাস";"প্রফেসর ড. আবদুল করিম";"TK. 375";"TK. 281"
2322;"স্ট্রসনের দর্শন";"সন্দীপ পাল";"TK. 200";"TK. 150"
2323;"বিদ্যাসাগরের দর্শনচিন্তা";"সন্দীপ পাল";"TK. 240";"TK. 180"
2324;"বর্ণান্তর অভিধান";"দুলাল ভৌমিক";"TK. 300";"TK. 225"
2325;"ঊনসত্তরের গণঅভ্যুত্থান";"লেনিন আজাদ";"TK. 1,000";"TK. 750"
2326;"শ্রীভূমির রবীন্দ্রনাথ";"জফির সেতু";"TK. 790";"TK. 593"
2327;"স্ত্রীশিক্ষার উন্মেষপর্ব ও সিলেট মহিলা কলেজ";"জফির সেতু";"TK. 590";"TK. 443"
2328;"অন্তরাকে বলে দিয়ো";"পারভেজ রশীদ মঙ্গল";"TK. 150";"TK. 113"
2329;"বিশ্বসেরা ১০০০ জোকস";"চিত্রা প্রকাশনী";"TK. 200";"TK. 150"
2330;"পলাশী থেকে মুক্তিযুদ্ধ-২য় খণ্ড (১৯৪৭ থেকে ১৯৭১ পর্যন্ত)";"হায়দার আকবর খান রনো";"TK. 450";"TK. 338"
2331;"দ্য আর্ট অফ ফিকশন";"আর্নেস্ট হেমিংওয়ে";"TK. 100";"TK. 95"
2332;"দ্য আর্ট অব ফিকশন";"ইতালো কালভিনো";"TK. 100";"TK. 95"
2333;"দ্য আর্ট অফ ফিকশন";"ওরহান পামুক";"TK. 100";"TK. 95"
2334;"দ্য আর্ট অফ ফিকশন";"হারুকি মুরাকামি";"TK. 100";"TK. 95"
2335;"দ্য আর্ট অফ ফিকশন";"টি.এস. এলিয়ট";"TK. 100";"TK. 95"
2336;"দ্য আর্ট অফ পোয়েট্রি";"পাবলো নেরুদা";"TK. 100";"TK. 95"
2337;"প্রিন্ট পোয়েট্রি ইন্টারভিউ সিরিজ ১";"অর্নেস্ট হেমিংওয়ে";"TK. 600";"TK. 558"
2338;"সিলেটে রবীন্দ্রনাথ ১৯১৯";"উষারঞ্জণ ভট্টাচার্য";"TK. 250";"TK. 188"
2339;"রাগ করবেন না";"ড. মুহাম্মদ ইবনে আবদুর রহমান আরিফী";"TK. 200";"TK. 140"
2340;"আজ তোমার মন খারাপ মেয়ে";"শেখ রানা";"TK. 200";"TK. 150"
2341;"রবীন্দ্রনাথের ভাঙা গান";"আহমেদ রেজা";"TK. 200";"TK. 150"
2342;"কবিতা সংগ্রহ-১ ";"মনিরুজ্জামান মিন্টু";"TK. 600";"TK. 450"
2343;"বঙ্গবন্ধু ও একটি সুন্দর সকাল";"ফারুক নওয়াজ";"TK. 250";"TK. 188"
2344;"ছোটদের বঙ্গবন্ধু শেখ মুজিবুর রহমান ";"খালেক বিন জয়েনউদদীন";"TK. 600";"TK. 450"
2345;"প্রথম লেখার আনন্দ";"খালেক বিন জয়েনউদদীন";"TK. 250";"TK. 188"
2346;"তোমাদের জন্য বঙ্গবন্ধু এবং বাংলাদেশের ইতিকথা";"ফারজানা নাজ শম্পা";"TK. 300";"TK. 225"
2347;"বঙ্গবন্ধু ও রাসেলের গল্প";"ফারুক নওয়াজ";"TK. 500";"TK. 375"
2348;"মায়া বিলাস";"ইয়াসমীনা শিরিন সিরাজউদ্দীন";"TK. 160";"TK. 120"
2349;"কেন ভালোবাসি বঙ্গবন্ধুকে";"শামীমা শাহীন";"TK. 150";"TK. 113"
2350;"আমার পরিচয় বাংলাদেশ";"শামীমা শাহীন";"TK. 150";"TK. 113"
2351;"আমিও পারবো";"বিশ্বাস ফজলুল হক";"TK. 220";"TK. 165"
2352;"ফ্রয়েডের নন্দনতত্ত্ব";"সিগমুন্ড ফ্রয়েড";"TK. 580";"TK. 435"
2353;"উত্তর-আধুনিকতার আদিরূপ";"পেরি অ্যান্ডারসন";"TK. 300";"TK. 225"
2354;"মুদ্রায় ও শিলালিপিতে মধ্যযুগের বাংলার সমাজ সংস্কৃতি (১২০০-১৫৩৮ খ্রি.)";"এ কে এম শাহনাওয়াজ";"TK. 400";"TK. 300"
2355;"প্রেমময় হৃদয় আমার";"মাহফুজ বিন ইসলাম";"TK. 200";"TK. 140"
2356;"বারমুডা ট্রায়াঙ্গল";"ভবেশ রায়";"TK. 150";"TK. 113"
2357;"বাংলাদেশ ভ্রমণ";"নাসিম আনোয়ার";"TK. 350";"TK. 263"
2358;"নিরাপদ মাতৃত্ব নিশ্চিত করার জন্যে";"ডা. আলী আহমেদ মোল্লা";"TK. 350";"TK. 263"
2359;"দেয়ালপত্রিকা প্রকাশের নিয়মকানুন";"হাসান রাউফুন";"TK. 150";"TK. 113"
2360;"আত্মদর্শনে আমার সত্তা- ১";"অনন্ত মৈত্রী";"TK. 500";"TK. 375"
2361;"উপস্থাপনার কলাকৌশল";"শিকদার আবদুস সালাম";"TK. 350";"TK. 263"
2362;"যৌন হয়রানি রোধের উপায়";"হাসান রাউফুন";"TK. 60";"TK. 45"
2363;"খেলাধুলার নিয়মকানুন";"হাসান রাউফুন";"TK. 340";"TK. 255"
2364;"Smooth Way to Practice in High Court Division";"অ্যাডভোকেট সেলিম চৌধুরী";"TK. 600";"TK. 420"
2365;"ন্যায়পরায়নতা ও ট্রাস্ট  আইন এবং ‍সুনির্দিষ্ট প্রতিকার আইন";"শ্রী দীনেশচন্দ্র দেবনাথ";"TK. 250";"TK. 150"
2366;"পথ চলার পাথেয় ";"ইমাম ইবনু রজব হাম্মলি রাহ.";"TK. 517";"TK. 388"
2367;"মুক্তিযুদ্ধে শহীদ বুদ্ধিজীবী";"ড. মযহারুল ইসলাম";"TK. 500";"TK. 455"
2368;"শতাব্দীর সেরা বাঙালি";"ড. এহেতেশাম হায়দার";"TK. 300";"TK. 273"
2369;"মুক্তিযুদ্ধের গল্প";"ড. সুশোভন আরিয়ান আর্য";"TK. 300";"TK. 273"
2370;"বিদেশী সাংবাদিকের চোখে  বঙ্গবন্ধু ও আগরতলা মামলা";"শ্যামল বসু";"TK. 350";"TK. 319"
2371;"সমাজ ও সভ্যতার ক্রমবিকাশ";"রেবতীমোহন বর্মণ";"TK. 250";"TK. 188"
2372;"বিজ্ঞান ও বিজ্ঞানমনস্কতা";"প্রফেসর ড. নিশীথ কুমার পাল";"TK. 300";"TK. 225"
2373;"শান্তিনিকেতনের দিনগুলি";"সন্‌জীদা খাতুন";"TK. 220";"TK. 165"
2374;"কল অফ ওয়াইল্ড";"জ্যাক লন্ডন";"TK. 250";"TK. 188"
2375;"মহাভারতে যৌনতা";"শামিম আহমেদ";"TK. 400";"TK. 300"
2376;"Bangladesh: The Challenges of the Caretaker Government 1991-2014";"ড. মোঃ আমিনুল ইসলাম";"TK. 350";"TK. 263"
2377;"চীন দেশের রুপকথার গল্প";"নমীতা সেন";"TK. 160";"TK. 120"
2378;"Aspirations and Ideas";"ডা. মোহাম্মদ জাকিউল ইসলাম";"TK. 1,450";"TK. 1,088"
