SlNo,BookTitle,BookAuthor,BookOriginalPrice,BookNewPrice
1581;"নারী সংগীত";"প্রবীর দেবনাথ";"TK. 180";"TK. 135"
1582;"খালি পেটে হাসি";"মাহবুবুর রশিদ ";"TK. 135";"TK. 101"
1583;"তন্ত্রপুথি মারফত ও আমাদের আখড়াবাড়ি";"সোমব্রত সরকার";"TK. 350";"TK. 263"
1584;"লোক সংস্কৃতি লোক সাধক";"সুমনকুমার দাশ";"TK. 650";"TK. 488"
1585;"এটিএম বুথ";"জিবলু রহমান";"TK. 150";"TK. 113"
1586;"সেই বিজয়ের গল্প";"সোলায়মান আহসান";"TK. 190";"TK. 143"
1587;"ভূত বড় অদ্ভুত";"লতিফ জোয়ার্দার";"TK. 190";"TK. 143"
1588;"দাঁত খুলে হাসি";"মাহবুবুর রশিদ ";"TK. 170";"TK. 128"
1589;"অনামিকার খরগোশ ছানা";"মোনোয়ার হোসেন";"TK. 150";"TK. 113"
1590;"ভাটির বাউল";"সুমনকুমার দাশ";"TK. 135";"TK. 101"
1591;"খুকু, তোমার বসত";"ডা. আবদুল হাই মিনার";"TK. 220";"TK. 165"
1592;"ফুলপরির উপহার";"আরমানউজ্জামান";"TK. 135";"TK. 101"
1593;"কোলা ব্যাঙের বিয়ে";"মাহফুজুর রহমান";"TK. 135";"TK. 101"
1594;"হাজী মোহাম্মদ দানেশ রচনাবলী";"হাজী মোহাম্মদ দানেশ";"TK. 400";"TK. 300"
1595;"মেহেরজান";"মু. আনোয়ার হোসেন রনি";"TK. 155";"TK. 116"
1596;"কেমন করে সিনেমা তৈরি হয়";"খাজা আহম্মদ আব্বাস";"TK. 175";"TK. 131"
1597;"অ্যারিস্টটল থেকে স্টিফেন হকিং";"শ্যামল চক্রবর্তী";"TK. 450";"TK. 338"
1598;"প্রিয় পাঁচজন কবি";"জয় গোস্বামী";"TK. 580";"TK. 435"
1599;"Ramgolam";"হরিশংকর জলদাস";"TK. 400";"TK. 300"
1600;"Madhumati";"রাবেয়া খাতুন";"TK. 200";"TK. 150"
1601;"ঘরে-বাইরে";"রবীন্দ্রনাথ ঠাকুর";"TK. 350";"TK. 263"
1602;"এরিক ব্রাইটিজ";"হেনরি রাইডার হ্যাগার্ড";"TK. 300";"TK. 225"
1603;"ভোলা জেলার ডায়েরী ও তথ্য ভাণ্ডার";"মোঃ মিজানুর রহমান";"TK. 350";"TK. 245"
1604;"অবরোধ-বাসিনি";"বেগম রোকেয়া সাখাওয়াত হোসেন";"TK. 120";"TK. 84"
1605;"কৃষ্ণগহ্বর, শিশু মহাবিশ্ব ও অন্যান্য রচনা";"স্টিফেন হকিং";"TK. 180";"TK. 126"
1606;"গল্প সম্ভার";"মাহফুজ সিদ্দিকী";"TK. 200";"TK. 150"
1607;"মুক্তিযুদ্ধের ১৩নং সেক্টর";"মুনতাসীর মামুন";"TK. 500";"TK. 375"
1608;"ডাকঘর";"রবীন্দ্রনাথ ঠাকুর";"TK. 130";"TK. 91"
1609;"নির্বাচিত ছোটগল্প";"সৈয়দ ওয়ালীউল্লাহ্‌";"TK. 180";"TK. 135"
1610;"দিলওয়ারের শ্রেষ্ঠ কবিতা";"জফির সেতু";"TK. 450";"TK. 338"
1611;"মনভূমির বসন্তে এসো";"সঞ্জয় মুখাজ্জী";"TK. 200";"TK. 150"
1612;"নাথু দ্য গ্রেট";"নীলকণ্ঠ জয়";"TK. 160";"TK. 120"
1613;"নিসর্গ প্রণয়ে";"ওয়াজেদ আলি";"TK. 150";"TK. 113"
1614;"কালো বিড়াল লাল চোখ";"নাসির আহমেদ কাবুল";"TK. 180";"TK. 135"
1615;"বাংলাদেশের দৃষ্টিনন্দন মসজিদ";"যাযাবর মিন্টু";"TK. 300";"TK. 225"
1616;"লোকমান হাকীমের কবিরাজী ও হাকীমী চিকিৎসা (সাদা)";" حكيم الامت مولانا اشرف علي تهانوي رح  ( হাকীমুল উম্মত মাওলানা আশরাফ আলী থানভী রহ.)";"TK. 230";"TK. 138"
1617;"আলদার কোসের মজার কীর্তিকাণ্ড";"আলদার কোসে";"TK. 150";"TK. 113"
1618;"ঘৃতং পিবেৎ";"শ্রী প্রমথনাথ বিশী";"TK. 180";"TK. 135"
1619;"বঙ্গবন্ধু হত্যা মামলা";"এডভোকেট সাহিদা বেগম ";"TK. 1,200";"TK. 900"
1620;"কোম্পানি আইনের ভাষ্য";"গাজী শামছুর রহমান";"TK. 1,000";"TK. 750"
1621;"চেতনার জলছবি";"জাহাঙ্গীর হোসেন";"TK. 130";"TK. 98"
1622;"The foreigners Act 1946";"মোঃ রফিউদ্দিন";"TK. 110";"TK. 83"
1623;"প্রশাসনিক আইনের ভাষ্য";"গাজী শামছুর রহমান";"TK. 400";"TK. 300"
1624;"গাজী মিয়ার বস্তানী";"মীর মশাররফ হোসেন";"TK. 350";"TK. 263"
1625;"বিষাদ সিন্ধু";"মীর মশাররফ হোসেন";"TK. 300";"TK. 225"
1626;"আমার জীবনীর জীবনী বিবি কুলসুম";"মীর মশাররফ হোসেন";"TK. 180";"TK. 135"
1627;"শুল্ক আইনের ভাষ্য";"গাজী শামছুর রহমান";"TK. 700";"TK. 525"
1628;"সালিস আইন";"এডভোকেট মুহাম্মদ সাইফুল আলম ";"TK. 200";"TK. 150"
1629;"চট্টগ্রাম মহানগর পুলিশ অধ্যাদেশ";"এডভোকেট মুহাম্মদ সাইফুল আলম ";"TK. 100";"TK. 75"
1630;"বসন্ত কুমারী";"মীর মশাররফ হোসেন";"TK. 120";"TK. 90"
1631;"দেউলিয়া বিষয়ক আইন ও বিধিমালা";"এডভোকেট মুহাম্মদ সাইফুল আলম ";"TK. 300";"TK. 225"
1632;"আন্তর্জাতিক আইনের ভাষ্য";"গাজী শামছুর রহমান";"TK. 600";"TK. 450"
1633;"ওয়াকফ আইনের ভাষ্য";"গাজী শামছুর রহমান";"TK. 250";"TK. 188"
1634;"৬৯ এর গণ-অভ্যুত্থান ও মওলানা ভাসানী";"জিবলু রহমান";"TK. 800";"TK. 600"
1635;"শান্তির আরাধনা";"হেলাল মৃধা";"TK. 150";"TK. 113"
1636;"সত্য ও কল্যাণের পথ";"মোঃ জাকির হোসেন";"TK. 150";"TK. 113"
1637;"অবারিত স্নিগ্ধতা";"বেগম ফাতেমা আহমেদ";"TK. 120";"TK. 90"
1638;"অমলিন বার্তা";"বশির আহম্মেদ ";"TK. 120";"TK. 90"
1639;"অসামান্যের সূক্ষ্ম গতি";"বেগম ফাতেমা আহমেদ";"TK. 100";"TK. 75"
1640;"অস্তমিত জীবনের প্রতি";"তাসলিমা রফিক";"TK. 150";"TK. 113"
1641;"রৌদ্রস্নানে বৃষ্টি";"বেগম ফাতেমা আহমেদ";"TK. 120";"TK. 90"
1642;"দেহ ভান্ডের গোপন রহস্য";"মোঃ সাইদ হাসান";"TK. 100";"TK. 75"
1643;"অচেনা প্রিয়জন";"ছামিউল ইসলাম";"TK. 120";"TK. 90"
1644;"অনিন্দ্য পথচলা";"বশির আহম্মেদ ";"TK. 150";"TK. 113"
1645;"রবীন্দ্রনাথের জীবনে নারী";"আরেফিন বাদল";"TK. 200";"TK. 150"
1646;"টুকরো হলো চাঁদ আকাশের";"শহীদ সিরাজী";"TK. 180";"TK. 135"
1647;"সত্য কথার গল্পকথা";"শহীদ সিরাজী";"TK. 180";"TK. 135"
1648;"ভালো মানুষের ছোঁয়া";"শহীদ সিরাজী";"TK. 100";"TK. 75"
1649;"হৃদয়ের কথা";"বদরুদ্দোজা বুলু";"TK. 150";"TK. 105"
1650;"International Businiess Directory 2019-20";"ওয়াসিকা নুযহাত";"TK. 700";"TK. 490"
1651;"মাদকের শেকড় থেকে শিখরে";"মুহাম্মদ সেলিম";"TK. 400";"TK. 300"
1652;"মুক্তিযুদ্ধে মুজিববাড়ি গোপালগঞ্জ";"খান চমন-ই-এলাহি";"TK. 1,000";"TK. 750"
1653;"প্রাচ্য ও পাশ্চাত্য দর্শনের ইতিহাস প্রথম খণ্ডের : ১ম ও ২য় ভাগ";"হুমায়ুন কবির";"TK. 1,100";"TK. 825"
1654;"নির্বাচিত ছোটগল্প";"নারায়ণ গঙ্গোপাধ্যায়";"TK. 240";"TK. 180"
1655;"নির্বাচিত ছোটগল্প বনফুল";"বলাইচাঁদ ‍মুখোপাধ্যায়";"TK. 250";"TK. 188"
1656;"কালকেতু উপাখ্যান পদ্য ও গদ্য";"এইচ. এম. মেহেদী হাসান ";"TK. 175";"TK. 131"
1657;"মুক্তিযুদ্ধে ধর্মের অপব্যবহার";"সহুল আহমদ";"TK. 300";"TK. 225"
1658;"দইজ্জাত উইট্টে তুয়ান";"নিতাই চন্দ্র রায়";"TK. 100";"TK. 75"
1659;"বাইলাম তরী জনম ভরি";"নিতাই চন্দ্র রায়";"TK. 100";"TK. 75"
1660;"ঢাক ডুমা ডুম বাজে ঢোল";"নিতাই চন্দ্র রায়";"TK. 100";"TK. 75"
1661;"অন্য রকম ভূতের গল্প";"মুহম্মদ কুদ্দুসুর রহমান";"TK. 100";"TK. 75"
1662;"ভলিবল খেলার আইন";"মোঃ আনিসুর রহমান";"TK. 150";"TK. 113"
1663;"কালের চোখে আমার দেশ";"কাজী মোহাম্মদ শীশ";"TK. 120";"TK. 90"
1664;"উত্তরপর্ব একটি সাক্ষাৎকার গ্রন্থ";"তারেক মাহমুদ";"TK. 150";"TK. 113"
1665;"আকাঙ্ক্ষার শহর";"মাসকাওয়াথ আহসান";"TK. 75";"TK. 56"
1666;"একুশের যাত্রী";"তারেক মাহমুদ";"TK. 200";"TK. 150"
1667;"নারীর কথা ও স্ত্রীরোগ বিশেষজ্ঞের ডায়েরী";"অধ্যাপক ডা. সামিনা চৌধুরী";"TK. 200";"TK. 150"
1668;"গল্প থেকে নাটক";"নাহিদ আহমেদ পিয়াল";"TK. 140";"TK. 105"
1669;"স্যার সলিমুল্লাহ দেশ ও সমাজচিন্তা";"সুহৃদ সরকার";"TK. 150";"TK. 113"
1670;"কিশোরী তোমাকে জানতে হবে";"অধ্যাপক ডা. সামিনা চৌধুরী";"TK. 250";"TK. 188"
1671;"গুদাম ভরা হাসি";"ইকবাল খন্দকার";"TK. 190";"TK. 143"
1672;"যা দেখেছি যা পেয়েছি তুলনা তার নাই";"নুরুল হক";"TK. 450";"TK. 338"
1673;"বধূ মাতা কন্যার স্বাস্থ্য তথ্য";"অধ্যাপক ডা. সামিনা চৌধুরী";"TK. 150";"TK. 113"
1674;"মিয়ানমার পিতা ও কন্যার কথা";"কাজী মোহাম্মদ শীশ";"TK. 120";"TK. 90"
1675;"ফরাসি কবিতার একাল কথারা কোনোই প্রতিশ্রুতি বহন করে না";"প্রশান্ত মৃধা";"TK. 75";"TK. 56"
1676;"গ্রীক পুরাণের গল্প";"এ কে এম আশরাফুল হক";"TK. 225";"TK. 169"
1677;"নিরাপদ মাতৃত্বের জন্যে";"অধ্যাপক ডা. সামিনা চৌধুরী";"TK. 200";"TK. 150"
1678;"আমার জীবন কথা";"মীর্জা আজিজা ইদ্‌রিস";"TK. 120";"TK. 90"
1679;"সৃষ্টি রহস্য ও মহাপ্লাবন";"এ কে এম আশরাফুল হক";"TK. 150";"TK. 113"
1680;"ঈশ্বর এবং আমি";"সৈয়দ মহিদুল ইসলাম";"TK. 50";"TK. 38"
1681;"Economics and Policy in The Public Arena (Essays on International Economics, Environmental Policy, and Economic Development)";"মো. আব্দুল্লাহ শিবলি";"TK. 300";"TK. 225"
1682;"Nightfall (Stories of Hope, Love and pain)";"মো. আব্দুল্লাহ শিবলি";"TK. 250";"TK. 188"
1683;"টেলিভিশন ও চলচ্চিত্রে অভিনয়ের প্রথম পাঠ";"ডাঃ মুহাম্মদ তারেক মাহমুদ";"TK. 80";"TK. 60"
1684;"ফিরে আয় গাঙচিল";"জাহিদ হোসেন";"TK. 150";"TK. 113"
1685;"বয়ফ্রেন্ড (গল্প সংকলন)";"অজিত কুমার রায়";"TK. 180";"TK. 135"
1686;"মঞ্জরী (কবিতা সংকলন)";"আনোয়ার কামাল";"TK. 250";"TK. 188"
1687;"পাহাড় যখন ডাকে";"ধ্রুবজ্যোতি ঘোষ মুকুল";"TK. 120";"TK. 90"
1688;"শ্রাবণ হতে হতে সাগর";"অজিত কুমার রায়";"TK. 120";"TK. 90"
1689;"জয়তু একাত্তর";"অরুণ মৈত্র";"TK. 150";"TK. 113"
1690;"ইতিহাসচর্চায় ভূগোল";"মো: আদনান আরিফ সালিম";"TK. 300";"TK. 225"
1691;"গল্পের ঝুলি";"সুকুমার রায়";"TK. 150";"TK. 105"
1692;"আমাদের মুক্তির সংগ্রাম";"মোঃ আবুল কালাম আজাদ";"TK. 175";"TK. 123"
1693;"আজিজুল একটি গোপন নামতা";"ফারুক আহমেদ-১";"TK. 200";"TK. 150"
1694;"বঙ্গবন্ধু ও স্বাধীনতা";"মোঃ আবুল কালাম আজাদ";"TK. 150";"TK. 105"
1695;"মহান স্বাধীনতা";"মোঃ আবুল কালাম আজাদ";"TK. 200";"TK. 140"
1696;"খোকা থেকে বঙ্গবন্ধু";"মোঃ আবুল কালাম আজাদ";"TK. 140";"TK. 98"
1697;"হৃদয়ে বঙ্গবন্ধু";"মোঃ আবুল কালাম আজাদ";"TK. 150";"TK. 105"
1698;"মানচিত্র";"তিমির ভেদী";"TK. 180";"TK. 126"
1699;"Armed Quest For Independence";"কর্ণেল শওকত আলী (অবঃ)";"TK. 425";"TK. 319"
1700;"ভ্রান্তি-বিভ্রান্তির দেশভাগ -১ম খন্ড";"ড. রতন সিদ্দিকী";"TK. 320";"TK. 240"
1701;"ইস্তাম্বুল সিটি অব ফ্রাগ্রান্স";"রাবেয়া রব্বানী";"TK. 350";"TK. 263"
1702;"সোনালি নৈঃশব্দ্যের হরিণাবলি";"অনিরুদ্ধ আলম";"TK. 200";"TK. 150"
1703;"প্রেম কি কেবলি পাখিপ্রবণ";"অনিরুদ্ধ আলম";"TK. 200";"TK. 150"
1704;"হৃদয়ের একূল ওকূল";"তাজুল মোহাম্মদ";"TK. 250";"TK. 188"
1705;"কাজী মোতাহার হোসেন মুক্তজ্ঞানের প্রবাদপুরুষ (১২০তম জন্মবর্ষের শ্রদ্ধার্ঘ্য)";"আবুল আহসান চৌধুরী";"TK. 400";"TK. 300"
1706;"ভাষা সাহিত্য ও সংস্কৃতি";"ড. মুহাম্মদ জমির হোসেন";"TK. 400";"TK. 300"
1707;"বন পাহাড়ের দেশে";"কাজল মালেক";"TK. 200";"TK. 150"
1708;"উন্নয়ন সহিংসতা";"আনু মুহাম্মদ";"TK. 275";"TK. 206"
1709;"অংক নিয়ে মজার খেলা";"ড. অমল মিত্র";"TK. 250";"TK. 188"
1710;"শেষের গল্প";"জসিম উদ্দিন মিসবাহ";"TK. 300";"TK. 225"
1711;"বঙ্গবন্ধু ও বাংলাদেশ";"মোঃ রুহুল আমিন ";"TK. 350";"TK. 263"
1712;"কিরণমালা";"দক্ষিণারঞ্জন মিত্র মজুমদার";"TK. 95";"TK. 71"
1713;"সাত ভাই চম্পা";"দক্ষিণারঞ্জন মিত্র মজুমদার";"TK. 95";"TK. 71"
1714;"শীত-বসন্ত";"দক্ষিণারঞ্জন মিত্র মজুমদার";"TK. 95";"TK. 71"
1715;"ডালিম কুমার";"দক্ষিণারঞ্জন মিত্র মজুমদার";"TK. 95";"TK. 71"
1716;"নীল কমল আর লাল কমল";"দক্ষিণারঞ্জন মিত্র মজুমদার";"TK. 95";"TK. 71"
1717;"দিগন্তে মেহেদী বনের ছায়া";"রূমানা চৌধুরী";"TK. 250";"TK. 188"
1718;"ফ্যান্টাসি মদন";"মোঃ এহছান কবির";"TK. 180";"TK. 135"
1719;"ট্রেজার আইল্যান্ড";"রবার্ট লুইস স্টিভেনসন";"TK. 200";"TK. 182"
1720;"কবি ও কবিতার কথকতা";"তুহিন ওয়াদুদ";"TK. 220";"TK. 165"
1721;"ফার্স্ট বয় সেকেন্ড বয়";"এনায়েত রসুল";"TK. 220";"TK. 165"
1722;"ধলের বাগিচা";"দেলোয়ার হোসেন দিলু";"TK. 140";"TK. 98"
1723;"আমাদের জাতির পিতা";"অমল সাহা";"TK. 70";"TK. 53"
1724;"একাত্তরের বিজয়ফুল";"পীরজাদা হোসেন আহমদ";"TK. 1,000";"TK. 750"
1725;"প্রজ্ঞান";"কাহলিল জীবরান";"TK. 200";"TK. 150"
1726;"মাটির সারিন্দা-২";"বাংলাদেশ গীতিকবি পরিষদ  ";"TK. 200";"TK. 140"
1727;"প্রেমান্তর";"আবুল কালাম আজাদ";"TK. 120";"TK. 90"
1728;"চেতনার চৈতন্য";"বিভুল কুমার চৌধুরী";"TK. 200";"TK. 150"
1729;"রুপালী গাঁয়ের ফুটন্ত কলি";"জহির উদ্দিন";"TK. 220";"TK. 165"
1730;"একাত্তরে দুই কিশোর";"সাঈদুল আরেফীন";"TK. 160";"TK. 120"
1731;"ঊনসত্তরের গণ-অভ্যূত্থানের মহানায়ক তোফায়েল আহমেদ";"দিন ইসলাম রুবেল";"TK. 500";"TK. 375"
1732;"শেখ হাসিনা জননেত্রী থেকে বিশ্বনেত্রী";"মাওলানা এম এ রহমান";"TK. 184";"TK. 138"
1733;"মুনতাসীর মামুন রচনাবলি ৭";"মামুন সিদ্দিকী ";"TK. 1,000";"TK. 750"
1734;"নির্বাচিত কবিতা";"এহতেশাম ছিদ্দিকী";"TK. 135";"TK. 101"
1735;"নির্বাচিত ১০০ কবিতা";"এস. এম. সিরাজুল ইসলাম";"TK. 199";"TK. 149"
1736;"নাকফুল";"শৈবাল সারোয়ার";"TK. 160";"TK. 120"
1737;"Atick's Model of Civil Justice";"ড. মো. আতিকুস সামাদ (পিএইচডি)";"TK. 1,000";"TK. 910"
1738;"অনন্ত অভিলাষ";"ওয়াজেদা পারভীন পপি";"TK. 160";"TK. 120"
1739;"ডাইনোসরের পৃথিবী";"তাসনিন আহমেদ পেনেলোপি";"TK. 200";"TK. 120"
1740;"বাঞ্ছাকল্পতরু";"শেখর দেব";"TK. 150";"TK. 113"
1741;"গা ছমছম";"ইমদাদুল হক মিলন";"TK. 150";"TK. 113"
1742;"আলীবাবা ও ৪১ দুর্নীতিবাজ";"এনামুল করীম ইমাম";"TK. 180";"TK. 108"
1743;"রেসকোর্স থেকে ইউনেস্কো";"তোফায়েল আহমেদ";"TK. 500";"TK. 375"
1744;"বঙ্গবন্ধু মুক্তিযুদ্ধ ও বাংলাদেশ";"তোফায়েল আহমেদ";"TK. 500";"TK. 375"
1745;"মোবারকের ঈদ";"এনামুল করীম ইমাম";"TK. 200";"TK. 120"
1746;"জন্মহীন শিশু";"খাদিজা বিনতে মুজ্জাম্মিল";"TK. 260";"TK. 156"
1747;"কুরআন আপনার সমাধান";"হারুন ইয়াহইয়া";"TK. 300";"TK. 180"
1748;"মিস্টার টেরোরিস্ট";"এইচ এম মুশফিক";"TK. 320";"TK. 240"
1749;"রাজা গৌড় গোবিন্দ";"ড. মুকিদ চৌধুরী";"TK. 100";"TK. 75"
1750;"জানা অজানা শেখ মুজিব";"শফিক মনজু";"TK. 150";"TK. 113"
1751;"ছোটদের পৃথিবী পরিচিতি";"মশিউর রহমান ";"TK. 250";"TK. 188"
1752;"কালের সংক্ষিপ্ত ইতিহাস";"স্টিফেন ডব্লিউ. হকিং";"TK. 180";"TK. 135"
1753;"বাঙালির মুক্তির সংগ্রাম ও বঙ্গবন্ধু";"আরিফ নজরুল ";"TK. 400";"TK. 300"
1754;"মুক্তিযুদ্ধের নির্বাচিত গল্প";"শাফিক আফতাব ";"TK. 400";"TK. 300"
1755;"বীরাঙ্গনাদের কথা";"সুরমা জাহিদ";"TK. 500";"TK. 375"
1756;"বঙ্গবন্ধু আমাদের ঐতিহ্য আমাদের ভবিষ্যত";"আবদুল হালিম";"TK. 250";"TK. 188"
1757;"একাত্তরে মুজিবনগর";"বিবি বিশ্বাস";"TK. 225";"TK. 169"
1758;"একনজরে বঙ্গবন্ধু";"ড. মোহাম্মদ আমীন";"TK. 300";"TK. 225"
1759;"বাংলাদেশ সড়ক ব্যবহারের আইন  বিধিমালা ও নিয়মাবলী";"মাহবুব রাহমান";"TK. 250";"TK. 188"
1760;"বাংলাদেশ সড়ক ব্যবহারের আইন  বিধিমালা ও নিয়মাবলী";"মাহবুব রাহমান";"TK. 280";"TK. 210"
1761;"বৃষ্টি ঝরে সুরে সুরে";"জানে আলম ";"TK. 100";"TK. 75"
1762;"সংগীত-গবেষক নজরুল (দ্বিতীয় পর্ব)";"শ্যামাপ্রসাদ মুখোপাধ্যায়";"TK. 200";"TK. 190"
1763;"একাত্তরের যুদ্ধজীবন";"মানিক মোহাম্মদ রাজ্জাক";"TK. 450";"TK. 338"
1764;"ঋতুগদ্য";"নাসরীন মুস্তাফা";"TK. 100";"TK. 75"
1765;"ঈশপের গল্পসমগ্র";"মাহফুজুর রহমান";"TK. 200";"TK. 150"
1766;"ইচ্ছামৃত্যুর ইশতেহার";"চন্দন আনোয়ার ";"TK. 200";"TK. 150"
1767;"আহার বাহার ১ম খণ্ড";"রওশন আরা রুশ্নী";"TK. 750";"TK. 563"
1768;"আমি নাসিফ বলছি";"নাছিমা বেগম";"TK. 300";"TK. 225"
1769;"আমার বঙ্গবন্ধু";"স.ম. শামসুল আলম";"TK. 250";"TK. 188"
1770;"আমাদের জাতীয় বিষয়াবলি";"হেলাল উদ্দিন";"TK. 200";"TK. 150"
1771;"গণদেবতা";"তারাশঙ্কর বন্দ্যোপাধ্যায়";"TK. 230";"TK. 173"
1772;"আনিয়াছি তৃণলতা";"ধ্রুব এষ";"TK. 100";"TK. 75"
1773;"আকাশ, নদী ও বঙ্গবন্ধুর গল্প";"আমীরুল ইসলাম";"TK. 100";"TK. 75"
1774;"আই অ্যাম গুডডু";"সুমন্ত আসলাম";"TK. 150";"TK. 113"
1775;"অ্যালবার্ট আইনস্টাইন";"শেখ সাদী";"TK. 100";"TK. 75"
1776;"মুক্তিযুদ্ধে জাফলং থেকে হাফলং";"মুক্তিযোদ্ধা তোফাজ্জল হোসেন";"TK. 400";"TK. 300"
1777;"সাহিত্যজিজ্ঞাসা : সাহিত্যসৃষ্টি ও সাহিত্যবিচার";"আবুল কাসেম ফজলুল হক";"TK. 950";"TK. 713"
1778;"শাহ সোহেল গীতসমগ্র-১";"শাহ সোহেল";"TK. 650";"TK. 488"
1779;"শাহ সোহেল গীতসমগ্র-২";"শাহ সোহেল";"TK. 700";"TK. 525"
1780;"বিউটা স্কোয়াড";"রুহুল আমিন";"TK. 160";"TK. 120"
1781;"গবেষণা পদ্ধতি";"ড. মুহাম্মদ আকরাম উজ্জামান";"TK. 375";"TK. 281"
1782;"সার্থক জনম তোমার হে শিল্পী সুনিপুন";"প্রফেসর জিয়াউল হাসান কিসলু";"TK. 840";"TK. 630"
1783;"মিরসরাই এর ভাষা সৈনিক";"সাইফুল হক সিরাজী";"TK. 160";"TK. 120"
1784;"ক্ষণশিলা পাঠ ";"সুরাইয়া চেীধুরী";"TK. 150";"TK. 113"
1785;"ইরান তুরান কাবার পথে";"নসীম হিজাযী";"TK. 100";"TK. 70"
1786;"শতাব্দীর মহান নেতা বঙ্গবন্ধু শেখ মুজিবুর রহমান";"স স আলম শা্";"TK. 160";"TK. 120"
1787;"আমার দেখা ৭১ ও জাতির পিতা শেখ মুজিবুর রহমান";"স স আলম শা্";"TK. 170";"TK. 128"
1788;"অভিশপ্ত আত্মা (ভৌতিক উপন্যাস)";"মোশতাক আহমেদ";"TK. 250";"TK. 188"
1789;"আমার কথা";"রীতা হোসেন";"TK. 100";"TK. 55"
1790;"আম আঁটির ভেঁপু";"বিভূতিভূষণ বন্দ্যোপাধ্যায়";"TK. 200";"TK. 150"
1791;"প্রতিশোধের আত্মা";"মোশতাক আহমেদ";"TK. 200";"TK. 150"
1792;"অতৃপ্ত আত্মা";"মোশতাক আহমেদ";"TK. 250";"TK. 188"
1793;"উলু পিশাচের আত্মা";"মোশতাক আহমেদ";"TK. 300";"TK. 225"
1794;"ক্ষণজন্মা কিংবদন্তী : জ্যঁ নিকোলাস আর্তুর র‌্যাবো";"মঈন ফারুক";"TK. 200";"TK. 150"
1795;"এরাউন্ড দ্য ওয়ার্লড ইন এইটটি ডেইজ";"জুল ভার্ন";"TK. 250";"TK. 188"
1796;"রবীন্দ্রনাথের সঙ্গে রাতে দেখা হয়";"আবু করিম";"TK. 250";"TK. 188"
1797;"গাছের সঙ্গে কথোপকথন";"আবু করিম";"TK. 250";"TK. 188"
1798;"বেদনার বাঁশি";"মোঃ দেলোয়ার হোসেন";"TK. 200";"TK. 150"
1799;"ইচ্ছে ডানায় কর্ম জীবন";"এ. এস. এম. ওবায়দুল্লাহ";"TK. 340";"TK. 255"
1800;"অন্য এক জীবন";"এ এইচ এম হাবিবুর রহমান";"TK. 130";"TK. 98"
1801;"সিলেটে মুক্তিযুদ্ধ";"আল আজাদ";"TK. 180";"TK. 135"
1802;"শেষ পরিণতি";"প্রফেসর দেওয়ান মোঃ আজিজুল ইসলাম";"TK. 100";"TK. 65"
1803;"নুর ও বাশার";"মাওলানা শিব্বীর আহমদ";"TK. 40";"TK. 26"
1804;"ধরিত্রীশ্রেষ্ঠা শেখ হাসিনা";"শিশির আহমেদ";"TK. 1,800";"TK. 1,350"
1805;"জীবরাঈলের জবানবন্দী";"হযরত মাওলানা মোহাম্মদ জুনাগড়ী";"TK. 80";"TK. 56"
1806;"২১শে আগস্ট গ্রেনেড হামলা মামলার পূর্ণাঙ্গ রায়";"মোঃ রাজু হাওলাদার পলাশ";"TK. 1,200";"TK. 900"
1807;"শেখ হাসিনা";"সালমা বেগম";"TK. 750";"TK. 563"
1808;"বিজ্ঞান কী বলে?";"মশিউর রহমান ";"TK. 250";"TK. 188"
1809;"বালক বেলার কৌশল";"মামুন হুসাইন";"TK. 275";"TK. 193"
1810;"অবশিষ্টাংশ";"মোঃ আবুল কাসেম";"TK. 150";"TK. 113"
1811;"বিয়ে, হয়লা ও বাঙালির ঐতিহ্য";"মোঃ আবুল কাসেম";"TK. 150";"TK. 113"
1812;"নীল কষ্ট";"মোঃ আবুল কাসেম";"TK. 150";"TK. 113"
1813;"আলো ছায়ার খেলা";"মোঃ আবুল কাসেম";"TK. 150";"TK. 113"
1814;"ছোটদের হুসাইন আহমাদ মাদানি (র.)";"মাহমুদাতুর রহমান";"TK. 90";"TK. 54"
1815;"রবীন্দ্রনাথের ভক্তিমূলক কবিতা ও গান সংকলন";"রাযী-উদ-দীন কুরেশী";"TK. 200";"TK. 150"
1816;"রবীন্দ্র-সংগীতে ভক্তিরস";"মনোজবিকাশ দেবরায়";"TK. 180";"TK. 135"
1817;"নারীর জীবনে মেনোপজ";"ডা. শাহলা খাতুন (জাতীয় অধ্যাপক)";"TK. 150";"TK. 113"
1818;"নজরুল-সংগীতে ভক্তিপ্রবাহ";"মনোজবিকাশ দেবরায়";"TK. 180";"TK. 135"
1819;"ধামাচাপাচরিতম";"মাসকাওয়াথ আহসান";"TK. 180";"TK. 135"
1820;"আরজ আলী মাতুব্বরের দর্শনে মানবতাবাদ ও বিজ্ঞানচেতনা";"অধ্যাপক ফেরদৌসী বেগম";"TK. 400";"TK. 300"
1821;"জীবন আমার বোন মূল্যায়ন ও বিশ্লেষণ";"মাহমুদুল হক";"TK. 350";"TK. 263"
1822;"ইউরোপের চিত্রকলা";"এ্যাগনিস এ্যালেন";"TK. 200";"TK. 150"
1823;"বাংলার সংগ্রাম বাংলার বিদ্রোহ";"সুব্রত বড়ুয়া";"TK. 150";"TK. 113"
1824;"ঈশ্বরচন্দ্র বিদ্যাসাগর ফিরে দেখা";"সুরেশ কুণ্ড";"TK. 150";"TK. 113"
1825;"কালস্রোতে জীবন";"আবদুল মতিন খান";"TK. 480";"TK. 360"
